Código (SKU),Descrição / Nome,Modelo / Referência,Divisão,Categoria,Subcategoria,Preço de Venda (R$),Custo (R$),Temporada,Coleção,Nível de Risco,Faixa de Preço,Cor (nome do fornecedor),Material Principal
SKU_1349_HON,Blusas Blusa Manga Longa SKU_1349_HON,,Feminino,Blusas,Blusa Manga Longa,209.9,82.36,,OI24,,,,
SKU_1349_SEA,Blusas Blusa Manga Longa SKU_1349_SEA,,Feminino,Blusas,Blusa Manga Longa,209.9,82.36,,OI24,,,,
SKU_1350_BAB,Calças Calça Jeans SKU_1350_BAB,,Feminino,Calças,Calça Jeans,284.9,94.3,,OI24,,,,
SKU_1350_SNO,Calças Calça Jeans SKU_1350_SNO,,Feminino,Calças,Calça Jeans,284.9,94.3,,OI24,,,,
SKU_1351_HON,Casacos e Jaquetas Casaco de Lã SKU_1351_HON,,Feminino,Casacos e Jaquetas,Casaco de Lã,689.9,228.36,,OI24,,,,
SKU_1351_SAG,Casacos e Jaquetas Casaco de Lã SKU_1351_SAG,,Feminino,Casacos e Jaquetas,Casaco de Lã,689.9,228.36,,OI24,,,,
SKU_1352_CER,Calças Calça Jeans SKU_1352_CER,,Feminino,Calças,Calça Jeans,279.9,92.65,,OI24,,,,
SKU_1352_HUN,Calças Calça Jeans SKU_1352_HUN,,Feminino,Calças,Calça Jeans,279.9,92.65,,OI24,,,,
SKU_1353_MAG,Blusas Blusa Manga Longa SKU_1353_MAG,,Feminino,Blusas,Blusa Manga Longa,189.9,62.86,,OI24,,,,
SKU_1353_MAR,Blusas Blusa Manga Longa SKU_1353_MAR,,Feminino,Blusas,Blusa Manga Longa,189.9,62.86,,OI24,,,,
SKU_1354_AQU,Casacos e Jaquetas Casaco de Lã SKU_1354_AQU,,Feminino,Casacos e Jaquetas,Casaco de Lã,924.9,304.48,,OI24,,,,
SKU_1354_CLE,Casacos e Jaquetas Casaco de Lã SKU_1354_CLE,,Feminino,Casacos e Jaquetas,Casaco de Lã,924.9,304.48,,OI24,,,,
SKU_1355_DEE,Blusas Blusa Manga Longa SKU_1355_DEE,,Feminino,Blusas,Blusa Manga Longa,174.9,57.58,,OI24,,,,
SKU_1355_PAS,Blusas Blusa Manga Longa SKU_1355_PAS,,Feminino,Blusas,Blusa Manga Longa,174.9,57.58,,OI24,,,,
SKU_1356_BLU,Blusas Blusa Manga Longa SKU_1356_BLU,,Feminino,Blusas,Blusa Manga Longa,214.9,70.75,,OI24,,,,
SKU_1356_DEN,Blusas Blusa Manga Longa SKU_1356_DEN,,Feminino,Blusas,Blusa Manga Longa,214.9,70.75,,OI24,,,,
SKU_1357_BLU,Casacos e Jaquetas Blazer SKU_1357_BLU,,Feminino,Casacos e Jaquetas,Blazer,664.9,220.08,,OI24,,,,
SKU_1357_BRI,Casacos e Jaquetas Blazer SKU_1357_BRI,,Feminino,Casacos e Jaquetas,Blazer,664.9,220.08,,OI24,,,,
SKU_1358_DUS,Cintos Cinto de Couro SKU_1358_DUS,,Acessórios,Cintos,Cinto de Couro,199.9,65.81,,OI24,,,,
SKU_1358_MAR,Cintos Cinto de Couro SKU_1358_MAR,,Acessórios,Cintos,Cinto de Couro,199.9,65.81,,OI24,,,,
SKU_1359_BLU,Calças Calça Jeans SKU_1359_BLU,,Feminino,Calças,Calça Jeans,424.9,135.12,,OI24,,,,
SKU_1359_NAV,Calças Calça Jeans SKU_1359_NAV,,Feminino,Calças,Calça Jeans,424.9,135.12,,OI24,,,,
SKU_1360_FRE,Blusas Blusa Manga Longa SKU_1360_FRE,,Feminino,Blusas,Blusa Manga Longa,319.9,105.89,,OI24,,,,
SKU_1360_WHI,Blusas Blusa Manga Longa SKU_1360_WHI,,Feminino,Blusas,Blusa Manga Longa,319.9,105.89,,OI24,,,,
SKU_1361_BLU,Blusas Blusa Manga Longa SKU_1361_BLU,,Feminino,Blusas,Blusa Manga Longa,189.9,60.39,,OI24,,,,
SKU_1361_MEX,Blusas Blusa Manga Longa SKU_1361_MEX,,Feminino,Blusas,Blusa Manga Longa,189.9,60.39,,OI24,,,,
SKU_1362_POW,Casacos e Jaquetas Casaco de Lã SKU_1362_POW,,Feminino,Casacos e Jaquetas,Casaco de Lã,954.9,303.66,,OI24,,,,
SKU_1362_SEA,Casacos e Jaquetas Casaco de Lã SKU_1362_SEA,,Feminino,Casacos e Jaquetas,Casaco de Lã,954.9,303.66,,OI24,,,,
SKU_1363_HUN,Casacos e Jaquetas Casaco de Lã SKU_1363_HUN,,Feminino,Casacos e Jaquetas,Casaco de Lã,949.9,302.07,,OI24,,,,
SKU_1363_RAS,Casacos e Jaquetas Casaco de Lã SKU_1363_RAS,,Feminino,Casacos e Jaquetas,Casaco de Lã,949.9,302.07,,OI24,,,,
SKU_1364_OFF,Casacos e Jaquetas Jaqueta Jeans SKU_1364_OFF,,Feminino,Casacos e Jaquetas,Jaqueta Jeans,459.9,146.25,,OI24,,,,
SKU_1364_TEA,Casacos e Jaquetas Jaqueta Jeans SKU_1364_TEA,,Feminino,Casacos e Jaquetas,Jaqueta Jeans,459.9,146.25,,OI24,,,,
SKU_1365_BUB,Calças Calça Alfaiataria SKU_1365_BUB,,Feminino,Calças,Calça Alfaiataria,499.9,165.47,,OI24,,,,
SKU_1365_NAV,Calças Calça Alfaiataria SKU_1365_NAV,,Feminino,Calças,Calça Alfaiataria,499.9,165.47,,OI24,,,,
SKU_1366_PAL,Tricô Cardigan SKU_1366_PAL,,Feminino,Tricô,Cardigan,439.9,134.43,,OI24,,,,
SKU_1366_TEA,Tricô Cardigan SKU_1366_TEA,,Feminino,Tricô,Cardigan,439.9,134.43,,OI24,,,,
SKU_1367_BLA,T-shirts e Regatas T-shirt Estampada SKU_1367_BLA,,Feminino,T-shirts e Regatas,T-shirt Estampada,179.9,55.11,,OI24,,,,
SKU_1367_VAN,T-shirts e Regatas T-shirt Estampada SKU_1367_VAN,,Feminino,T-shirts e Regatas,T-shirt Estampada,179.9,55.11,,OI24,,,,
SKU_1368_SNO,Casacos e Jaquetas Casaco de Lã SKU_1368_SNO,,Feminino,Casacos e Jaquetas,Casaco de Lã,744.9,212.52,,OI24,,,,
SKU_1368_TUR,Casacos e Jaquetas Casaco de Lã SKU_1368_TUR,,Feminino,Casacos e Jaquetas,Casaco de Lã,744.9,212.52,,OI24,,,,
SKU_1369_RAS,T-shirts e Regatas T-shirt Básica SKU_1369_RAS,,Feminino,T-shirts e Regatas,T-shirt Básica,159.9,50.69,,OI24,,,,
SKU_1369_SNO,T-shirts e Regatas T-shirt Básica SKU_1369_SNO,,Feminino,T-shirts e Regatas,T-shirt Básica,159.9,50.69,,OI24,,,,
SKU_1370_MYS,T-shirts e Regatas T-shirt Básica SKU_1370_MYS,,Feminino,T-shirts e Regatas,T-shirt Básica,179.9,70.59,,OI24,,,,
SKU_1370_PRI,T-shirts e Regatas T-shirt Básica SKU_1370_PRI,,Feminino,T-shirts e Regatas,T-shirt Básica,179.9,70.59,,OI24,,,,
SKU_1371_HOT,Camisas Camisa Alfaiataria SKU_1371_HOT,,Feminino,Camisas,Camisa Alfaiataria,274.9,90.99,,OI24,,,,
SKU_1371_WHI,Camisas Camisa Alfaiataria SKU_1371_WHI,,Feminino,Camisas,Camisa Alfaiataria,274.9,90.99,,OI24,,,,
SKU_1372_DEN,Camisas Camisa Jeans SKU_1372_DEN,,Feminino,Camisas,Camisa Jeans,339.9,112.51,,OI24,,,,
SKU_1372_SEA,Camisas Camisa Jeans SKU_1372_SEA,,Feminino,Camisas,Camisa Jeans,339.9,112.51,,OI24,,,,
SKU_1373_CRE,T-shirts e Regatas T-shirt Estampada SKU_1373_CRE,,Feminino,T-shirts e Regatas,T-shirt Estampada,189.9,62.52,,OI24,,,,
SKU_1373_SKY,T-shirts e Regatas T-shirt Estampada SKU_1373_SKY,,Feminino,T-shirts e Regatas,T-shirt Estampada,189.9,62.52,,OI24,,,,
SKU_1374_BLU,Lenços Lenço Estampado SKU_1374_BLU,,Acessórios,Lenços,Lenço Estampado,189.9,62.86,,OI24,,,,
SKU_1374_SAL,Lenços Lenço Estampado SKU_1374_SAL,,Acessórios,Lenços,Lenço Estampado,189.9,62.86,,OI24,,,,
SKU_1375_CLE,Blusas Blusa Manga Longa SKU_1375_CLE,,Feminino,Blusas,Blusa Manga Longa,264.9,87.68,,OI24,,,,
SKU_1375_COR,Blusas Blusa Manga Longa SKU_1375_COR,,Feminino,Blusas,Blusa Manga Longa,264.9,87.68,,OI24,,,,
SKU_1376_BIR,Saias Saia Midi SKU_1376_BIR,,Feminino,Saias,Saia Midi,284.9,79.81,,OI24,,,,
SKU_1376_SNO,Saias Saia Midi SKU_1376_SNO,,Feminino,Saias,Saia Midi,284.9,79.81,,OI24,,,,
SKU_1377_CLO,Camisas Camisa Alfaiataria SKU_1377_CLO,,Feminino,Camisas,Camisa Alfaiataria,259.9,78.65,,OI24,,,,
SKU_1377_PRI,Camisas Camisa Alfaiataria SKU_1377_PRI,,Feminino,Camisas,Camisa Alfaiataria,259.9,78.65,,OI24,,,,
SKU_1378_MOS,Blusas Blusa Manga Longa SKU_1378_MOS,,Feminino,Blusas,Blusa Manga Longa,204.9,58.46,,OI24,,,,
SKU_1378_SPA,Blusas Blusa Manga Longa SKU_1378_SPA,,Feminino,Blusas,Blusa Manga Longa,204.9,58.46,,OI24,,,,
SKU_1379_SNO,Tricô Suéter SKU_1379_SNO,,Feminino,Tricô,Suéter,484.9,153.71,,OI24,,,,
SKU_1379_WHI,Tricô Suéter SKU_1379_WHI,,Feminino,Tricô,Suéter,484.9,153.71,,OI24,,,,
SKU_1380_MIN,Lenços Lenço Estampado SKU_1380_MIN,,Acessórios,Lenços,Lenço Estampado,229.9,90.21,,OI24,,,,
SKU_1380_TUR,Lenços Lenço Estampado SKU_1380_TUR,,Acessórios,Lenços,Lenço Estampado,229.9,90.21,,OI24,,,,
SKU_1381_PAS,Calças Calça Pantalona SKU_1381_PAS,,Feminino,Calças,Calça Pantalona,274.9,90.99,,OI24,,,,
SKU_1381_WHI,Calças Calça Pantalona SKU_1381_WHI,,Feminino,Calças,Calça Pantalona,274.9,90.99,,OI24,,,,
SKU_1382_ARM,Lenços Lenço Estampado SKU_1382_ARM,,Acessórios,Lenços,Lenço Estampado,189.9,60.39,,OI24,,,,
SKU_1382_HOT,Lenços Lenço Estampado SKU_1382_HOT,,Acessórios,Lenços,Lenço Estampado,189.9,60.39,,OI24,,,,
SKU_1383_CLE,Cintos Cinto de Couro SKU_1383_CLE,,Acessórios,Cintos,Cinto de Couro,179.9,59.55,,OI24,,,,
SKU_1383_TUR,Cintos Cinto de Couro SKU_1383_TUR,,Acessórios,Cintos,Cinto de Couro,179.9,59.55,,OI24,,,,
SKU_1384_CRE,Tricô Suéter SKU_1384_CRE,,Feminino,Tricô,Suéter,519.9,171.15,,OI24,,,,
SKU_1384_SKY,Tricô Suéter SKU_1384_SKY,,Feminino,Tricô,Suéter,519.9,171.15,,OI24,,,,
SKU_1385_NAV,Calças Calça Jeans SKU_1385_NAV,,Feminino,Calças,Calça Jeans,289.9,95.96,,OI24,,,,
SKU_1385_PRI,Calças Calça Jeans SKU_1385_PRI,,Feminino,Calças,Calça Jeans,289.9,95.96,,OI24,,,,
SKU_1386_COB,Blusas Body SKU_1386_COB,,Feminino,Blusas,Body,214.9,67.37,,OI24,,,,
SKU_1386_SER,Blusas Body SKU_1386_SER,,Feminino,Blusas,Body,214.9,67.37,,OI24,,,,
SKU_1387_BAB,T-shirts e Regatas T-shirt Básica SKU_1387_BAB,,Feminino,T-shirts e Regatas,T-shirt Básica,159.9,45.74,,OI24,,,,
SKU_1387_BRI,T-shirts e Regatas T-shirt Básica SKU_1387_BRI,,Feminino,T-shirts e Regatas,T-shirt Básica,159.9,45.74,,OI24,,,,
SKU_1388_BRI,Camisas Camisa Alfaiataria SKU_1388_BRI,,Feminino,Camisas,Camisa Alfaiataria,374.9,100.21,,OI24,,,,
SKU_1388_VAN,Camisas Camisa Alfaiataria SKU_1388_VAN,,Feminino,Camisas,Camisa Alfaiataria,374.9,100.21,,OI24,,,,
SKU_1389_BAB,Lenços Lenço Estampado SKU_1389_BAB,,Acessórios,Lenços,Lenço Estampado,139.9,41.55,,PV25,,,,
SKU_1389_SHO,Lenços Lenço Estampado SKU_1389_SHO,,Acessórios,Lenços,Lenço Estampado,139.9,41.55,,PV25,,,,
SKU_1390_PAS,Shorts e Bermudas Short Alfaiataria SKU_1390_PAS,,Feminino,Shorts e Bermudas,Short Alfaiataria,229.9,90.21,,PV25,,,,
SKU_1390_SAP,Shorts e Bermudas Short Alfaiataria SKU_1390_SAP,,Feminino,Shorts e Bermudas,Short Alfaiataria,229.9,90.21,,PV25,,,,
SKU_1391_LIG,Saias Saia Midi SKU_1391_LIG,,Feminino,Saias,Saia Midi,284.9,94.3,,PV25,,,,
SKU_1391_SEA,Saias Saia Midi SKU_1391_SEA,,Feminino,Saias,Saia Midi,284.9,94.3,,PV25,,,,
SKU_1392_BLU,Saias Saia Longa SKU_1392_BLU,,Feminino,Saias,Saia Longa,294.9,97.61,,PV25,,,,
SKU_1392_LIM,Saias Saia Longa SKU_1392_LIM,,Feminino,Saias,Saia Longa,294.9,97.61,,PV25,,,,
SKU_1393_COB,Vestidos Vestido Curto SKU_1393_COB,,Feminino,Vestidos,Vestido Curto,309.9,98.55,,PV25,,,,
SKU_1393_SKY,Vestidos Vestido Curto SKU_1393_SKY,,Feminino,Vestidos,Vestido Curto,309.9,98.55,,PV25,,,,
SKU_1394_EME,Vestidos Vestido Curto SKU_1394_EME,,Feminino,Vestidos,Vestido Curto,469.9,149.43,,PV25,,,,
SKU_1394_FOR,Vestidos Vestido Curto SKU_1394_FOR,,Feminino,Vestidos,Vestido Curto,469.9,149.43,,PV25,,,,
SKU_1395_BLA,Blusas Blusa Manga Curta SKU_1395_BLA,,Feminino,Blusas,Blusa Manga Curta,289.9,92.19,,PV25,,,,
SKU_1395_TUR,Blusas Blusa Manga Curta SKU_1395_TUR,,Feminino,Blusas,Blusa Manga Curta,289.9,92.19,,PV25,,,,
SKU_1396_FUC,T-shirts e Regatas T-shirt Estampada SKU_1396_FUC,,Feminino,T-shirts e Regatas,T-shirt Estampada,134.9,44.41,,PV25,,,,
SKU_1396_PAS,T-shirts e Regatas T-shirt Estampada SKU_1396_PAS,,Feminino,T-shirts e Regatas,T-shirt Estampada,134.9,44.41,,PV25,,,,
SKU_1397_BUB,Saias Saia Midi SKU_1397_BUB,,Feminino,Saias,Saia Midi,234.9,77.33,,PV25,,,,
SKU_1397_SNO,Saias Saia Midi SKU_1397_SNO,,Feminino,Saias,Saia Midi,234.9,77.33,,PV25,,,,
SKU_1398_AQU,Vestidos Vestido Longo SKU_1398_AQU,,Feminino,Vestidos,Vestido Longo,674.9,222.18,,PV25,,,,
SKU_1398_SPA,Vestidos Vestido Longo SKU_1398_SPA,,Feminino,Vestidos,Vestido Longo,674.9,222.18,,PV25,,,,
SKU_1399_CRE,Shorts e Bermudas Short Jeans SKU_1399_CRE,,Feminino,Shorts e Bermudas,Short Jeans,269.9,85.83,,PV25,,,,
SKU_1399_PAL,Shorts e Bermudas Short Jeans SKU_1399_PAL,,Feminino,Shorts e Bermudas,Short Jeans,269.9,85.83,,PV25,,,,
SKU_1400_FOR,Blusas Blusa Cropped SKU_1400_FOR,,Feminino,Blusas,Blusa Cropped,209.9,69.1,,PV25,,,,
SKU_1400_PAL,Blusas Blusa Cropped SKU_1400_PAL,,Feminino,Blusas,Blusa Cropped,209.9,69.1,,PV25,,,,
SKU_1401_BLU,Shorts e Bermudas Short Jeans SKU_1401_BLU,,Feminino,Shorts e Bermudas,Short Jeans,239.9,79.41,,PV25,,,,
SKU_1401_GAR,Shorts e Bermudas Short Jeans SKU_1401_GAR,,Feminino,Shorts e Bermudas,Short Jeans,239.9,79.41,,PV25,,,,
SKU_1402_VAN,Camisas Camisa Estampada SKU_1402_VAN,,Feminino,Camisas,Camisa Estampada,234.9,74.7,,PV25,,,,
SKU_1402_WHI,Camisas Camisa Estampada SKU_1402_WHI,,Feminino,Camisas,Camisa Estampada,234.9,74.7,,PV25,,,,
SKU_1403_AQU,Calças Calça Jeans SKU_1403_AQU,,Feminino,Calças,Calça Jeans,384.9,126.71,,PV25,,,,
SKU_1403_DUS,Calças Calça Jeans SKU_1403_DUS,,Feminino,Calças,Calça Jeans,384.9,126.71,,PV25,,,,
SKU_1404_ARM,Vestidos Vestido Longo SKU_1404_ARM,,Feminino,Vestidos,Vestido Longo,1019.9,337.59,,PV25,,,,
SKU_1404_SAP,Vestidos Vestido Longo SKU_1404_SAP,,Feminino,Vestidos,Vestido Longo,1019.9,337.59,,PV25,,,,
SKU_1405_CLO,Blusas Body SKU_1405_CLO,,Feminino,Blusas,Body,214.9,71.13,,PV25,,,,
SKU_1405_FLA,Blusas Body SKU_1405_FLA,,Feminino,Blusas,Body,214.9,71.13,,PV25,,,,
SKU_1406_PRI,Camisas Camisa Alfaiataria SKU_1406_PRI,,Feminino,Camisas,Camisa Alfaiataria,349.9,115.19,,PV25,,,,
SKU_1406_SHO,Camisas Camisa Alfaiataria SKU_1406_SHO,,Feminino,Camisas,Camisa Alfaiataria,349.9,115.19,,PV25,,,,
SKU_1407_EME,Saias Saia Midi SKU_1407_EME,,Feminino,Saias,Saia Midi,214.9,61.64,,PV25,,,,
SKU_1407_OFF,Saias Saia Midi SKU_1407_OFF,,Feminino,Saias,Saia Midi,214.9,61.64,,PV25,,,,
SKU_1408_FUC,Vestidos Vestido Longo SKU_1408_FUC,,Feminino,Vestidos,Vestido Longo,919.9,291.18,,PV25,,,,
SKU_1408_PAS,Vestidos Vestido Longo SKU_1408_PAS,,Feminino,Vestidos,Vestido Longo,919.9,291.18,,PV25,,,,
SKU_1409_PEA,Saias Saia Midi SKU_1409_PEA,,Feminino,Saias,Saia Midi,209.9,61.77,,PV25,,,,
SKU_1410_JAD,Vestidos Vestido Longo SKU_1410_JAD,,Feminino,Vestidos,Vestido Longo,1139.9,338.55,,PV25,,,,
SKU_1410_ROS,Vestidos Vestido Longo SKU_1410_ROS,,Feminino,Vestidos,Vestido Longo,1139.9,338.55,,PV25,,,,
SKU_1411_BLU,Shorts e Bermudas Short Jeans SKU_1411_BLU,,Feminino,Shorts e Bermudas,Short Jeans,224.9,78.42,,PV25,,,,
SKU_1411_RAS,Shorts e Bermudas Short Jeans SKU_1411_RAS,,Feminino,Shorts e Bermudas,Short Jeans,224.9,78.42,,PV25,,,,
SKU_1412_BAB,Vestidos Vestido Longo SKU_1412_BAB,,Feminino,Vestidos,Vestido Longo,894.9,318.94,,PV25,,,,
SKU_1412_SHO,Vestidos Vestido Longo SKU_1412_SHO,,Feminino,Vestidos,Vestido Longo,894.9,318.94,,PV25,,,,
SKU_1413_JAD,Lenços Lenço Estampado SKU_1413_JAD,,Acessórios,Lenços,Lenço Estampado,184.9,61.2,,PV25,,,,
SKU_1413_SAG,Lenços Lenço Estampado SKU_1413_SAG,,Acessórios,Lenços,Lenço Estampado,184.9,61.2,,PV25,,,,
SKU_1414_CLO,Vestidos Vestido Curto SKU_1414_CLO,,Feminino,Vestidos,Vestido Curto,339.9,108.09,,PV25,,,,
SKU_1414_DUS,Vestidos Vestido Curto SKU_1414_DUS,,Feminino,Vestidos,Vestido Curto,339.9,108.09,,PV25,,,,
SKU_1415_BAB,Saias Saia Midi SKU_1415_BAB,,Feminino,Saias,Saia Midi,354.9,112.86,,PV25,,,,
SKU_1415_MID,Saias Saia Midi SKU_1415_MID,,Feminino,Saias,Saia Midi,354.9,112.86,,PV25,,,,
SKU_1416_AQU,Shorts e Bermudas Short Jeans SKU_1416_AQU,,Feminino,Shorts e Bermudas,Short Jeans,279.9,86.07,,PV25,,,,
SKU_1416_CLE,Shorts e Bermudas Short Jeans SKU_1416_CLE,,Feminino,Shorts e Bermudas,Short Jeans,279.9,86.07,,PV25,,,,
SKU_1417_BIR,Blusas Blusa Manga Curta SKU_1417_BIR,,Feminino,Blusas,Blusa Manga Curta,279.9,89.4,,PV25,,,,
SKU_1417_SNO,Blusas Blusa Manga Curta SKU_1417_SNO,,Feminino,Blusas,Blusa Manga Curta,279.9,89.4,,PV25,,,,
SKU_1418_CLE,Vestidos Vestido de Festa SKU_1418_CLE,,Feminino,Vestidos,Vestido de Festa,844.9,255.01,,PV25,,,,
SKU_1418_MOS,Vestidos Vestido de Festa SKU_1418_MOS,,Feminino,Vestidos,Vestido de Festa,844.9,255.01,,PV25,,,,
SKU_1419_FLA,Shorts e Bermudas Short Alfaiataria SKU_1419_FLA,,Feminino,Shorts e Bermudas,Short Alfaiataria,249.9,83.35,,PV25,,,,
SKU_1419_WHI,Shorts e Bermudas Short Alfaiataria SKU_1419_WHI,,Feminino,Shorts e Bermudas,Short Alfaiataria,249.9,83.35,,PV25,,,,
SKU_1420_EGR,Vestidos Vestido Longo SKU_1420_EGR,,Feminino,Vestidos,Vestido Longo,989.9,325.07,,PV25,,,,
SKU_1420_LIM,Vestidos Vestido Longo SKU_1420_LIM,,Feminino,Vestidos,Vestido Longo,989.9,325.07,,PV25,,,,
SKU_1421_LIG,Lenços Lenço Estampado SKU_1421_LIG,,Acessórios,Lenços,Lenço Estampado,229.9,87.03,,PV25,,,,
SKU_1421_SER,Lenços Lenço Estampado SKU_1421_SER,,Acessórios,Lenços,Lenço Estampado,229.9,87.03,,PV25,,,,
SKU_1422_MIN,Saias Saia Midi SKU_1422_MIN,,Feminino,Saias,Saia Midi,314.9,119.96,,PV25,,,,
SKU_1422_PIN,Saias Saia Midi SKU_1422_PIN,,Feminino,Saias,Saia Midi,314.9,119.96,,PV25,,,,
SKU_1423_JAD,Vestidos Vestido Longo SKU_1423_JAD,,Feminino,Vestidos,Vestido Longo,1199.9,395.01,,PV25,,,,
SKU_1423_SAG,Vestidos Vestido Longo SKU_1423_SAG,,Feminino,Vestidos,Vestido Longo,1199.9,395.01,,PV25,,,,
SKU_1424_BAB,Vestidos Vestido Longo SKU_1424_BAB,,Feminino,Vestidos,Vestido Longo,994.9,327.52,,PV25,,,,
SKU_1424_VAN,Vestidos Vestido Longo SKU_1424_VAN,,Feminino,Vestidos,Vestido Longo,994.9,327.52,,PV25,,,,
SKU_1425_LIG,Blusas Blusa Cropped SKU_1425_LIG,,Feminino,Blusas,Blusa Cropped,209.9,66.75,,PV25,,,,
SKU_1425_WHI,Blusas Blusa Cropped SKU_1425_WHI,,Feminino,Blusas,Blusa Cropped,209.9,66.75,,PV25,,,,
SKU_1426_NAV,Bijoux Brinco SKU_1426_NAV,,Acessórios,Bijoux,Brinco,129.9,37.77,,PV25,,,,
SKU_1426_SEA,Bijoux Brinco SKU_1426_SEA,,Acessórios,Bijoux,Brinco,129.9,37.77,,PV25,,,,
SKU_1427_AQU,Blusas Blusa Manga Curta SKU_1427_AQU,,Feminino,Blusas,Blusa Manga Curta,199.9,62.23,,PV25,,,,
SKU_1427_BLA,Blusas Blusa Manga Curta SKU_1427_BLA,,Feminino,Blusas,Blusa Manga Curta,199.9,62.23,,PV25,,,,
SKU_1428_COB,Bolsas Bolsa Tiracolo SKU_1428_COB,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,134.3,,PV25,,,,
SKU_1428_SKY,Bolsas Bolsa Tiracolo SKU_1428_SKY,,Acessórios,Bolsas,Bolsa Tiracolo,489.9,134.3,,PV25,,,,
SKU_1429_MAG,Shorts e Bermudas Short Alfaiataria SKU_1429_MAG,,Feminino,Shorts e Bermudas,Short Alfaiataria,189.9,60.02,,PV25,,,,
SKU_1429_SPA,Shorts e Bermudas Short Alfaiataria SKU_1429_SPA,,Feminino,Shorts e Bermudas,Short Alfaiataria,189.9,60.02,,PV25,,,,
SKU_1430_JAD,T-shirts e Regatas T-shirt Básica SKU_1430_JAD,,Feminino,T-shirts e Regatas,T-shirt Básica,179.9,63.09,,PV25,,,,
SKU_1430_PEA,T-shirts e Regatas T-shirt Básica SKU_1430_PEA,,Feminino,T-shirts e Regatas,T-shirt Básica,179.9,63.09,,PV25,,,,
SKU_1431_CRE,Vestidos Vestido Curto SKU_1431_CRE,,Feminino,Vestidos,Vestido Curto,369.9,126.12,,PV25,,,,
SKU_1431_TEA,Vestidos Vestido Curto SKU_1431_TEA,,Feminino,Vestidos,Vestido Curto,369.9,126.12,,PV25,,,,
SKU_1432_BRI,Bolsas Bolsa Tote SKU_1432_BRI,,Acessórios,Bolsas,Bolsa Tote,719.9,279.21,,PV25,,,,
SKU_1432_WHI,Bolsas Bolsa Tote SKU_1432_WHI,,Acessórios,Bolsas,Bolsa Tote,719.9,279.21,,PV25,,,,
SKU_1433_OLI,Blusas Body SKU_1433_OLI,,Feminino,Blusas,Body,314.9,103.67,,PV25,,,,
SKU_1433_SAP,Blusas Body SKU_1433_SAP,,Feminino,Blusas,Body,314.9,103.67,,PV25,,,,
SKU_1434_ARM,T-shirts e Regatas T-shirt Estampada SKU_1434_ARM,,Feminino,T-shirts e Regatas,T-shirt Estampada,209.9,66.75,,PV25,,,,
SKU_1434_MIN,T-shirts e Regatas T-shirt Estampada SKU_1434_MIN,,Feminino,T-shirts e Regatas,T-shirt Estampada,209.9,66.75,,PV25,,,,
SKU_1435_OLI,Vestidos Vestido Longo SKU_1435_OLI,,Feminino,Vestidos,Vestido Longo,1009.9,304.81,,PV25,,,,
SKU_1435_SKY,Vestidos Vestido Longo SKU_1435_SKY,,Feminino,Vestidos,Vestido Longo,1009.9,304.81,,PV25,,,,
SKU_1436_BLU,Blusas Blusa Manga Curta SKU_1436_BLU,,Feminino,Blusas,Blusa Manga Curta,279.9,82.88,,PV25,,,,
SKU_1436_PAS,Blusas Blusa Manga Curta SKU_1436_PAS,,Feminino,Blusas,Blusa Manga Curta,279.9,82.88,,PV25,,,,
SKU_1437_AQU,T-shirts e Regatas T-shirt Básica SKU_1437_AQU,,Feminino,T-shirts e Regatas,T-shirt Básica,164.9,52.53,,PV25,,,,
SKU_1437_ROY,T-shirts e Regatas T-shirt Básica SKU_1437_ROY,,Feminino,T-shirts e Regatas,T-shirt Básica,164.9,52.53,,PV25,,,,
SKU_1438_DEE,Bijoux Colar SKU_1438_DEE,,Acessórios,Bijoux,Colar,204.9,76.92,,PV25,,,,
SKU_1438_MOS,Bijoux Colar SKU_1438_MOS,,Acessórios,Bijoux,Colar,204.9,76.92,,PV25,,,,
SKU_1439_CER,Shorts e Bermudas Short Jeans SKU_1439_CER,,Feminino,Shorts e Bermudas,Short Jeans,184.9,61.2,,PV25,,,,
SKU_1439_SHO,Shorts e Bermudas Short Jeans SKU_1439_SHO,,Feminino,Shorts e Bermudas,Short Jeans,184.9,61.2,,PV25,,,,
SKU_1440_BLU,Vestidos Vestido de Festa SKU_1440_BLU,,Feminino,Vestidos,Vestido de Festa,1199.9,462.93,,PV25,,,,
SKU_1440_PIS,Vestidos Vestido de Festa SKU_1440_PIS,,Feminino,Vestidos,Vestido de Festa,1199.9,462.93,,PV25,,,,
SKU_1441_COB,Vestidos Vestido de Festa SKU_1441_COB,,Feminino,Vestidos,Vestido de Festa,1154.9,447.85,,PV25,,,,
SKU_1441_IVO,Vestidos Vestido de Festa SKU_1441_IVO,,Feminino,Vestidos,Vestido de Festa,1154.9,447.85,,PV25,,,,
SKU_1442_EME,Calças Calça Jeans SKU_1442_EME,,Feminino,Calças,Calça Jeans,289.9,95.96,,PV25,,,,
SKU_1442_OFF,Calças Calça Jeans SKU_1442_OFF,,Feminino,Calças,Calça Jeans,289.9,95.96,,PV25,,,,
SKU_1443_BLU,Calças Calça Jeans SKU_1443_BLU,,Feminino,Calças,Calça Jeans,269.9,89.34,,PV25,,,,
SKU_1443_PRI,Calças Calça Jeans SKU_1443_PRI,,Feminino,Calças,Calça Jeans,269.9,89.34,,PV25,,,,
