Número do Pedido,Código (SKU),Data do Pedido,Quantidade Pedida,Custo Unitário (R$),Fornecedor,Previsão de Entrega,Data de Entrega Real,Status
PED_SKU_1369_RAS_1,SKU_1369_RAS,2024-03-01,402,50.69,,2024-04-15,,Entregue
PED_SKU_1369_RAS_2,SKU_1369_RAS,2024-04-30,402,50.69,,2024-06-14,,Entregue
PED_SKU_1369_RAS_3,SKU_1369_RAS,2024-06-29,402,50.69,,2024-08-13,,Entregue
PED_SKU_1370_PRI_0,SKU_1370_PRI,2024-01-01,364,70.59,,2024-02-15,,Entregue
PED_SKU_1370_PRI_1,SKU_1370_PRI,2024-03-01,364,70.59,,2024-04-15,,Entregue
PED_SKU_1370_PRI_2,SKU_1370_PRI,2024-04-30,364,70.59,,2024-06-14,,Cancelado
PED_SKU_1370_PRI_3,SKU_1370_PRI,2024-06-29,364,70.59,,2024-08-13,,Entregue
PED_SKU_1370_MYS_0,SKU_1370_MYS,2024-01-01,408,70.59,,2024-02-15,,Entregue
PED_SKU_1370_MYS_1,SKU_1370_MYS,2024-03-01,408,70.59,,2024-04-15,,Entregue
PED_SKU_1370_MYS_2,SKU_1370_MYS,2024-04-30,408,70.59,,2024-06-14,,Entregue
PED_SKU_1370_MYS_3,SKU_1370_MYS,2024-06-29,408,70.59,,2024-08-13,,Entregue
PED_SKU_1371_WHI_0,SKU_1371_WHI,2024-01-01,527,90.99,,2024-02-15,,Entregue
PED_SKU_1371_WHI_1,SKU_1371_WHI,2024-03-01,527,90.99,,2024-04-15,,Entregue
PED_SKU_1371_WHI_2,SKU_1371_WHI,2024-04-30,527,90.99,,2024-06-14,,Entregue
PED_SKU_1371_HOT_0,SKU_1371_HOT,2024-01-01,513,90.99,,2024-02-15,,Entregue
PED_SKU_1371_HOT_1,SKU_1371_HOT,2024-03-01,513,90.99,,2024-04-15,,Cancelado
PED_SKU_1371_HOT_2,SKU_1371_HOT,2024-04-30,513,90.99,,2024-06-14,,Entregue
PED_SKU_1372_SEA_0,SKU_1372_SEA,2024-01-01,382,112.51,,2024-02-15,,Entregue
PED_SKU_1372_SEA_1,SKU_1372_SEA,2024-03-01,382,112.51,,2024-04-15,,Entregue
PED_SKU_1372_SEA_2,SKU_1372_SEA,2024-04-30,382,112.51,,2024-06-14,,Entregue
PED_SKU_1372_SEA_3,SKU_1372_SEA,2024-06-29,382,112.51,,2024-08-13,,Entregue
PED_SKU_1372_DEN_0,SKU_1372_DEN,2024-01-01,511,112.51,,2024-02-15,,Entregue
PED_SKU_1372_DEN_1,SKU_1372_DEN,2024-03-01,511,112.51,,2024-04-15,,Entregue
PED_SKU_1372_DEN_2,SKU_1372_DEN,2024-04-30,511,112.51,,2024-06-14,,Entregue
PED_SKU_1373_SKY_0,SKU_1373_SKY,2024-01-01,371,62.52,,2024-02-15,,Entregue
PED_SKU_1373_SKY_1,SKU_1373_SKY,2024-03-01,371,62.52,,2024-04-15,,Entregue
PED_SKU_1373_SKY_2,SKU_1373_SKY,2024-04-30,371,62.52,,2024-06-14,,Entregue
PED_SKU_1373_SKY_3,SKU_1373_SKY,2024-06-29,371,62.52,,2024-08-13,,Entregue
PED_SKU_1373_CRE_0,SKU_1373_CRE,2024-01-01,826,62.52,,2024-02-15,,Entregue
PED_SKU_1373_CRE_1,SKU_1373_CRE,2024-03-01,826,62.52,,2024-04-15,,Entregue
PED_SKU_1374_SAL_0,SKU_1374_SAL,2024-01-01,411,62.86,,2024-02-15,,Cancelado
PED_SKU_1374_SAL_1,SKU_1374_SAL,2024-03-01,411,62.86,,2024-04-15,,Entregue
PED_SKU_1374_SAL_2,SKU_1374_SAL,2024-04-30,411,62.86,,2024-06-14,,Entregue
PED_SKU_1374_SAL_3,SKU_1374_SAL,2024-06-29,411,62.86,,2024-08-13,,Entregue
PED_SKU_1374_BLU_0,SKU_1374_BLU,2024-01-01,429,62.86,,2024-02-15,,Entregue
PED_SKU_1374_BLU_1,SKU_1374_BLU,2024-03-01,429,62.86,,2024-04-15,,Cancelado
PED_SKU_1374_BLU_2,SKU_1374_BLU,2024-04-30,429,62.86,,2024-06-14,,Entregue
PED_SKU_1374_BLU_3,SKU_1374_BLU,2024-06-29,429,62.86,,2024-08-13,,Entregue
PED_SKU_1375_COR_0,SKU_1375_COR,2024-01-01,843,87.68,,2024-02-15,,Entregue
PED_SKU_1375_COR_1,SKU_1375_COR,2024-03-01,843,87.68,,2024-04-15,,Entregue
PED_SKU_1375_CLE_0,SKU_1375_CLE,2024-01-01,553,87.68,,2024-02-15,,Entregue
PED_SKU_1375_CLE_1,SKU_1375_CLE,2024-03-01,553,87.68,,2024-04-15,,Entregue
PED_SKU_1375_CLE_2,SKU_1375_CLE,2024-04-30,553,87.68,,2024-06-14,,Entregue
PED_SKU_1376_SNO_0,SKU_1376_SNO,2024-01-01,768,79.81,,2024-02-15,,Entregue
PED_SKU_1376_SNO_1,SKU_1376_SNO,2024-03-01,768,79.81,,2024-04-15,,Entregue
PED_SKU_1376_BIR_0,SKU_1376_BIR,2024-01-01,384,79.81,,2024-02-15,,Entregue
PED_SKU_1376_BIR_1,SKU_1376_BIR,2024-03-01,384,79.81,,2024-04-15,,Entregue
PED_SKU_1376_BIR_2,SKU_1376_BIR,2024-04-30,384,79.81,,2024-06-14,,Entregue
PED_SKU_1376_BIR_3,SKU_1376_BIR,2024-06-29,384,79.81,,2024-08-13,,Entregue
PED_SKU_1377_PRI_0,SKU_1377_PRI,2024-01-01,570,78.65,,2024-02-15,,Entregue
PED_SKU_1377_PRI_1,SKU_1377_PRI,2024-03-01,570,78.65,,2024-04-15,,Entregue
PED_SKU_1377_PRI_2,SKU_1377_PRI,2024-04-30,570,78.65,,2024-06-14,,Cancelado
PED_SKU_1377_CLO_0,SKU_1377_CLO,2024-01-01,780,78.65,,2024-02-15,,Entregue
PED_SKU_1377_CLO_1,SKU_1377_CLO,2024-03-01,780,78.65,,2024-04-15,,Entregue
PED_SKU_1378_SPA_0,SKU_1378_SPA,2024-01-01,491,58.46,,2024-02-15,,Entregue
PED_SKU_1378_SPA_1,SKU_1378_SPA,2024-03-01,491,58.46,,2024-04-15,,Entregue
PED_SKU_1378_SPA_2,SKU_1378_SPA,2024-04-30,491,58.46,,2024-06-14,,Entregue
PED_SKU_1378_MOS_0,SKU_1378_MOS,2024-01-01,536,58.46,,2024-02-15,,Entregue
PED_SKU_1378_MOS_1,SKU_1378_MOS,2024-03-01,536,58.46,,2024-04-15,,Entregue
PED_SKU_1378_MOS_2,SKU_1378_MOS,2024-04-30,536,58.46,,2024-06-14,,Entregue
PED_SKU_1379_SNO_0,SKU_1379_SNO,2024-01-01,792,153.71,,2024-02-15,,Entregue
PED_SKU_1379_SNO_1,SKU_1379_SNO,2024-03-01,792,153.71,,2024-04-15,,Entregue
PED_SKU_1379_WHI_0,SKU_1379_WHI,2024-01-01,825,153.71,,2024-02-15,,Entregue
PED_SKU_1379_WHI_1,SKU_1379_WHI,2024-03-01,825,153.71,,2024-04-15,,Entregue
PED_SKU_1380_TUR_0,SKU_1380_TUR,2024-01-01,481,90.21,,2024-02-15,,Entregue
PED_SKU_1380_TUR_1,SKU_1380_TUR,2024-03-01,481,90.21,,2024-04-15,,Cancelado
PED_SKU_1380_TUR_2,SKU_1380_TUR,2024-04-30,481,90.21,,2024-06-14,,Entregue
PED_SKU_1380_MIN_0,SKU_1380_MIN,2024-01-01,809,90.21,,2024-02-15,,Entregue
PED_SKU_1380_MIN_1,SKU_1380_MIN,2024-03-01,809,90.21,,2024-04-15,,Entregue
PED_SKU_1381_WHI_0,SKU_1381_WHI,2024-01-01,381,90.99,,2024-02-15,,Entregue
PED_SKU_1381_WHI_1,SKU_1381_WHI,2024-03-01,381,90.99,,2024-04-15,,Entregue
PED_SKU_1381_WHI_2,SKU_1381_WHI,2024-04-30,381,90.99,,2024-06-14,,Entregue
PED_SKU_1381_WHI_3,SKU_1381_WHI,2024-06-29,381,90.99,,2024-08-13,,Entregue
PED_SKU_1381_PAS_0,SKU_1381_PAS,2024-01-01,494,90.99,,2024-02-15,,Entregue
PED_SKU_1381_PAS_1,SKU_1381_PAS,2024-03-01,494,90.99,,2024-04-15,,Entregue
PED_SKU_1381_PAS_2,SKU_1381_PAS,2024-04-30,494,90.99,,2024-06-14,,Entregue
PED_SKU_1382_ARM_0,SKU_1382_ARM,2024-01-01,400,60.39,,2024-02-15,,Entregue
PED_SKU_1382_ARM_1,SKU_1382_ARM,2024-03-01,400,60.39,,2024-04-15,,Entregue
PED_SKU_1382_ARM_2,SKU_1382_ARM,2024-04-30,400,60.39,,2024-06-14,,Entregue
PED_SKU_1382_ARM_3,SKU_1382_ARM,2024-06-29,400,60.39,,2024-08-13,,Entregue
PED_SKU_1382_HOT_0,SKU_1382_HOT,2024-01-01,753,60.39,,2024-02-15,,Entregue
PED_SKU_1382_HOT_1,SKU_1382_HOT,2024-03-01,753,60.39,,2024-04-15,,Entregue
PED_SKU_1383_CLE_0,SKU_1383_CLE,2024-01-01,778,59.55,,2024-02-15,,Entregue
PED_SKU_1383_CLE_1,SKU_1383_CLE,2024-03-01,778,59.55,,2024-04-15,,Entregue
PED_SKU_1383_TUR_0,SKU_1383_TUR,2024-01-01,540,59.55,,2024-02-15,,Entregue
PED_SKU_1383_TUR_1,SKU_1383_TUR,2024-03-01,540,59.55,,2024-04-15,,Entregue
PED_SKU_1383_TUR_2,SKU_1383_TUR,2024-04-30,540,59.55,,2024-06-14,,Entregue
PED_SKU_1384_CRE_0,SKU_1384_CRE,2024-01-01,403,171.15,,2024-02-15,,Entregue
PED_SKU_1384_CRE_1,SKU_1384_CRE,2024-03-01,403,171.15,,2024-04-15,,Entregue
PED_SKU_1384_CRE_2,SKU_1384_CRE,2024-04-30,403,171.15,,2024-06-14,,Entregue
PED_SKU_1384_CRE_3,SKU_1384_CRE,2024-06-29,403,171.15,,2024-08-13,,Entregue
PED_SKU_1384_SKY_0,SKU_1384_SKY,2024-01-01,848,171.15,,2024-02-15,,Entregue
PED_SKU_1384_SKY_1,SKU_1384_SKY,2024-03-01,848,171.15,,2024-04-15,,Entregue
PED_SKU_1385_PRI_0,SKU_1385_PRI,2024-01-01,559,95.96,,2024-02-15,,Entregue
PED_SKU_1385_PRI_1,SKU_1385_PRI,2024-03-01,559,95.96,,2024-04-15,,Entregue
PED_SKU_1385_PRI_2,SKU_1385_PRI,2024-04-30,559,95.96,,2024-06-14,,Entregue
PED_SKU_1385_NAV_0,SKU_1385_NAV,2024-01-01,360,95.96,,2024-02-15,,Entregue
PED_SKU_1385_NAV_1,SKU_1385_NAV,2024-03-01,360,95.96,,2024-04-15,,Entregue
PED_SKU_1385_NAV_2,SKU_1385_NAV,2024-04-30,360,95.96,,2024-06-14,,Entregue
PED_SKU_1385_NAV_3,SKU_1385_NAV,2024-06-29,360,95.96,,2024-08-13,,Entregue
PED_SKU_1386_SER_0,SKU_1386_SER,2024-01-01,366,67.37,,2024-02-15,,Entregue
PED_SKU_1386_SER_1,SKU_1386_SER,2024-03-01,366,67.37,,2024-04-15,,Entregue
PED_SKU_1386_SER_2,SKU_1386_SER,2024-04-30,366,67.37,,2024-06-14,,Entregue
PED_SKU_1386_SER_3,SKU_1386_SER,2024-06-29,366,67.37,,2024-08-13,,Entregue
PED_SKU_1386_COB_0,SKU_1386_COB,2024-01-01,404,67.37,,2024-02-15,,Entregue
PED_SKU_1386_COB_1,SKU_1386_COB,2024-03-01,404,67.37,,2024-04-15,,Entregue
PED_SKU_1386_COB_2,SKU_1386_COB,2024-04-30,404,67.37,,2024-06-14,,Entregue
PED_SKU_1386_COB_3,SKU_1386_COB,2024-06-29,404,67.37,,2024-08-13,,Entregue
PED_SKU_1387_BRI_0,SKU_1387_BRI,2024-01-01,372,45.74,,2024-02-15,,Entregue
PED_SKU_1387_BRI_1,SKU_1387_BRI,2024-03-01,372,45.74,,2024-04-15,,Entregue
PED_SKU_1387_BRI_2,SKU_1387_BRI,2024-04-30,372,45.74,,2024-06-14,,Entregue
PED_SKU_1387_BRI_3,SKU_1387_BRI,2024-06-29,372,45.74,,2024-08-13,,Entregue
PED_SKU_1387_BAB_0,SKU_1387_BAB,2024-01-01,410,45.74,,2024-02-15,,Entregue
PED_SKU_1387_BAB_1,SKU_1387_BAB,2024-03-01,410,45.74,,2024-04-15,,Entregue
PED_SKU_1387_BAB_2,SKU_1387_BAB,2024-04-30,410,45.74,,2024-06-14,,Entregue
PED_SKU_1387_BAB_3,SKU_1387_BAB,2024-06-29,410,45.74,,2024-08-13,,Entregue
PED_SKU_1388_BRI_0,SKU_1388_BRI,2024-01-01,827,100.21,,2024-02-15,,Entregue
PED_SKU_1388_BRI_1,SKU_1388_BRI,2024-03-01,827,100.21,,2024-04-15,,Entregue
PED_SKU_1388_VAN_0,SKU_1388_VAN,2024-01-01,555,100.21,,2024-02-15,,Entregue
PED_SKU_1388_VAN_1,SKU_1388_VAN,2024-03-01,555,100.21,,2024-04-15,,Entregue
PED_SKU_1388_VAN_2,SKU_1388_VAN,2024-04-30,555,100.21,,2024-06-14,,Entregue
PED_SKU_1389_SHO_0,SKU_1389_SHO,2024-06-17,207,41.55,,2024-08-01,,Entregue
PED_SKU_1389_SHO_1,SKU_1389_SHO,2024-08-16,207,41.55,,2024-09-30,,Entregue
PED_SKU_1389_BAB_0,SKU_1389_BAB,2024-06-17,192,41.55,,2024-08-01,,Entregue
PED_SKU_1389_BAB_1,SKU_1389_BAB,2024-08-16,192,41.55,,2024-09-30,,Entregue
PED_SKU_1390_SAP_0,SKU_1390_SAP,2024-06-17,92,90.21,,2024-08-01,,Entregue
PED_SKU_1390_SAP_1,SKU_1390_SAP,2024-08-16,92,90.21,,2024-09-30,,Entregue
PED_SKU_1390_SAP_2,SKU_1390_SAP,2024-10-15,92,90.21,,2024-11-29,,Entregue
PED_SKU_1390_SAP_3,SKU_1390_SAP,2024-12-14,92,90.21,,2025-01-28,,Entregue
PED_SKU_1390_PAS_0,SKU_1390_PAS,2024-06-17,104,90.21,,2024-08-01,,Cancelado
PED_SKU_1390_PAS_1,SKU_1390_PAS,2024-08-16,104,90.21,,2024-09-30,,Entregue
PED_SKU_1390_PAS_2,SKU_1390_PAS,2024-10-15,104,90.21,,2024-11-29,,Entregue
PED_SKU_1390_PAS_3,SKU_1390_PAS,2024-12-14,104,90.21,,2025-01-28,,Entregue
PED_SKU_1391_LIG_0,SKU_1391_LIG,2024-06-17,96,94.3,,2024-08-01,,Entregue
PED_SKU_1391_LIG_1,SKU_1391_LIG,2024-08-16,96,94.3,,2024-09-30,,Entregue
PED_SKU_1391_LIG_2,SKU_1391_LIG,2024-10-15,96,94.3,,2024-11-29,,Entregue
PED_SKU_1391_LIG_3,SKU_1391_LIG,2024-12-14,96,94.3,,2025-01-28,,Entregue
PED_SKU_1391_SEA_0,SKU_1391_SEA,2024-06-17,204,94.3,,2024-08-01,,Entregue
PED_SKU_1391_SEA_1,SKU_1391_SEA,2024-08-16,204,94.3,,2024-09-30,,Entregue
PED_SKU_1392_LIM_0,SKU_1392_LIM,2024-06-17,108,97.61,,2024-08-01,,Entregue
PED_SKU_1392_LIM_1,SKU_1392_LIM,2024-08-16,108,97.61,,2024-09-30,,Entregue
PED_SKU_1392_LIM_2,SKU_1392_LIM,2024-10-15,108,97.61,,2024-11-29,,Entregue
PED_SKU_1392_LIM_3,SKU_1392_LIM,2024-12-14,108,97.61,,2025-01-28,,Entregue
PED_SKU_1392_BLU_0,SKU_1392_BLU,2024-06-17,200,97.61,,2024-08-01,,Entregue
PED_SKU_1392_BLU_1,SKU_1392_BLU,2024-08-16,200,97.61,,2024-09-30,,Entregue
PED_SKU_1393_COB_0,SKU_1393_COB,2024-06-17,92,98.55,,2024-08-01,,Entregue
PED_SKU_1393_COB_1,SKU_1393_COB,2024-08-16,92,98.55,,2024-09-30,,Entregue
PED_SKU_1393_COB_2,SKU_1393_COB,2024-10-15,92,98.55,,2024-11-29,,Entregue
PED_SKU_1393_COB_3,SKU_1393_COB,2024-12-14,92,98.55,,2025-01-28,,Entregue
PED_SKU_1393_SKY_0,SKU_1393_SKY,2024-06-17,133,98.55,,2024-08-01,,Entregue
PED_SKU_1393_SKY_1,SKU_1393_SKY,2024-08-16,133,98.55,,2024-09-30,,Entregue
PED_SKU_1393_SKY_2,SKU_1393_SKY,2024-10-15,133,98.55,,2024-11-29,,Entregue
PED_SKU_1394_FOR_0,SKU_1394_FOR,2024-06-17,109,149.43,,2024-08-01,,Entregue
PED_SKU_1394_FOR_1,SKU_1394_FOR,2024-08-16,109,149.43,,2024-09-30,,Entregue
PED_SKU_1394_FOR_2,SKU_1394_FOR,2024-10-15,109,149.43,,2024-11-29,,Entregue
PED_SKU_1394_FOR_3,SKU_1394_FOR,2024-12-14,109,149.43,,2025-01-28,,Entregue
PED_SKU_1394_EME_0,SKU_1394_EME,2024-06-17,103,149.43,,2024-08-01,,Entregue
PED_SKU_1394_EME_1,SKU_1394_EME,2024-08-16,103,149.43,,2024-09-30,,Entregue
PED_SKU_1394_EME_2,SKU_1394_EME,2024-10-15,103,149.43,,2024-11-29,,Entregue
PED_SKU_1394_EME_3,SKU_1394_EME,2024-12-14,103,149.43,,2025-01-28,,Entregue
PED_SKU_1395_BLA_0,SKU_1395_BLA,2024-06-17,128,92.19,,2024-08-01,,Entregue
PED_SKU_1395_BLA_1,SKU_1395_BLA,2024-08-16,128,92.19,,2024-09-30,,Entregue
PED_SKU_1395_BLA_2,SKU_1395_BLA,2024-10-15,128,92.19,,2024-11-29,,Entregue
PED_SKU_1395_TUR_0,SKU_1395_TUR,2024-06-17,110,92.19,,2024-08-01,,Entregue
PED_SKU_1395_TUR_1,SKU_1395_TUR,2024-08-16,110,92.19,,2024-09-30,,Entregue
PED_SKU_1395_TUR_2,SKU_1395_TUR,2024-10-15,110,92.19,,2024-11-29,,Entregue
PED_SKU_1395_TUR_3,SKU_1395_TUR,2024-12-14,110,92.19,,2025-01-28,,Entregue
PED_SKU_1396_FUC_0,SKU_1396_FUC,2024-06-17,130,44.41,,2024-08-01,,Entregue
PED_SKU_1396_FUC_1,SKU_1396_FUC,2024-08-16,130,44.41,,2024-09-30,,Entregue
PED_SKU_1396_FUC_2,SKU_1396_FUC,2024-10-15,130,44.41,,2024-11-29,,Entregue
PED_SKU_1396_PAS_0,SKU_1396_PAS,2024-06-17,105,44.41,,2024-08-01,,Entregue
PED_SKU_1396_PAS_1,SKU_1396_PAS,2024-08-16,105,44.41,,2024-09-30,,Entregue
PED_SKU_1396_PAS_2,SKU_1396_PAS,2024-10-15,105,44.41,,2024-11-29,,Entregue
PED_SKU_1396_PAS_3,SKU_1396_PAS,2024-12-14,105,44.41,,2025-01-28,,Entregue
PED_SKU_1397_SNO_0,SKU_1397_SNO,2024-06-17,216,77.33,,2024-08-01,,Entregue
PED_SKU_1397_SNO_1,SKU_1397_SNO,2024-08-16,216,77.33,,2024-09-30,,Entregue
PED_SKU_1397_BUB_0,SKU_1397_BUB,2024-06-17,134,77.33,,2024-08-01,,Entregue
PED_SKU_1397_BUB_1,SKU_1397_BUB,2024-08-16,134,77.33,,2024-09-30,,Entregue
PED_SKU_1397_BUB_2,SKU_1397_BUB,2024-10-15,134,77.33,,2024-11-29,,Entregue
PED_SKU_1398_AQU_0,SKU_1398_AQU,2024-06-17,139,222.18,,2024-08-01,,Entregue
PED_SKU_1398_AQU_1,SKU_1398_AQU,2024-08-16,139,222.18,,2024-09-30,,Entregue
PED_SKU_1398_AQU_2,SKU_1398_AQU,2024-10-15,139,222.18,,2024-11-29,,Entregue
PED_SKU_1398_SPA_0,SKU_1398_SPA,2024-06-17,150,222.18,,2024-08-01,,Entregue
PED_SKU_1398_SPA_1,SKU_1398_SPA,2024-08-16,150,222.18,,2024-09-30,,Entregue
PED_SKU_1398_SPA_2,SKU_1398_SPA,2024-10-15,150,222.18,,2024-11-29,,Entregue
PED_SKU_1399_PAL_0,SKU_1399_PAL,2024-06-17,103,85.83,,2024-08-01,,Entregue
PED_SKU_1399_PAL_1,SKU_1399_PAL,2024-08-16,103,85.83,,2024-09-30,,Entregue
PED_SKU_1399_PAL_2,SKU_1399_PAL,2024-10-15,103,85.83,,2024-11-29,,Entregue
PED_SKU_1399_PAL_3,SKU_1399_PAL,2024-12-14,103,85.83,,2025-01-28,,Entregue
PED_SKU_1399_CRE_0,SKU_1399_CRE,2024-06-17,198,85.83,,2024-08-01,,Entregue
PED_SKU_1399_CRE_1,SKU_1399_CRE,2024-08-16,198,85.83,,2024-09-30,,Cancelado
PED_SKU_1400_FOR_0,SKU_1400_FOR,2024-06-17,100,69.1,,2024-08-01,,Entregue
PED_SKU_1400_FOR_1,SKU_1400_FOR,2024-08-16,100,69.1,,2024-09-30,,Entregue
PED_SKU_1400_FOR_2,SKU_1400_FOR,2024-10-15,100,69.1,,2024-11-29,,Entregue
PED_SKU_1400_FOR_3,SKU_1400_FOR,2024-12-14,100,69.1,,2025-01-28,,Entregue
PED_SKU_1400_PAL_0,SKU_1400_PAL,2024-06-17,139,69.1,,2024-08-01,,Entregue
PED_SKU_1400_PAL_1,SKU_1400_PAL,2024-08-16,139,69.1,,2024-09-30,,Entregue
PED_SKU_1400_PAL_2,SKU_1400_PAL,2024-10-15,139,69.1,,2024-11-29,,Entregue
PED_SKU_1401_GAR_0,SKU_1401_GAR,2024-06-17,106,79.41,,2024-08-01,,Entregue
PED_SKU_1401_GAR_1,SKU_1401_GAR,2024-08-16,106,79.41,,2024-09-30,,Entregue
PED_SKU_1401_GAR_2,SKU_1401_GAR,2024-10-15,106,79.41,,2024-11-29,,Entregue
PED_SKU_1401_GAR_3,SKU_1401_GAR,2024-12-14,106,79.41,,2025-01-28,,Entregue
PED_SKU_1401_BLU_0,SKU_1401_BLU,2024-06-17,128,79.41,,2024-08-01,,Entregue
PED_SKU_1401_BLU_1,SKU_1401_BLU,2024-08-16,128,79.41,,2024-09-30,,Entregue
PED_SKU_1401_BLU_2,SKU_1401_BLU,2024-10-15,128,79.41,,2024-11-29,,Entregue
PED_SKU_1402_WHI_0,SKU_1402_WHI,2024-06-17,192,74.7,,2024-08-01,,Entregue
PED_SKU_1402_WHI_1,SKU_1402_WHI,2024-08-16,192,74.7,,2024-09-30,,Entregue
PED_SKU_1402_VAN_0,SKU_1402_VAN,2024-06-17,144,74.7,,2024-08-01,,Entregue
PED_SKU_1402_VAN_1,SKU_1402_VAN,2024-08-16,144,74.7,,2024-09-30,,Entregue
PED_SKU_1402_VAN_2,SKU_1402_VAN,2024-10-15,144,74.7,,2024-11-29,,Entregue
PED_SKU_1403_AQU_0,SKU_1403_AQU,2024-06-17,110,126.71,,2024-08-01,,Entregue
PED_SKU_1403_AQU_1,SKU_1403_AQU,2024-08-16,110,126.71,,2024-09-30,,Entregue
PED_SKU_1403_AQU_2,SKU_1403_AQU,2024-10-15,110,126.71,,2024-11-29,,Entregue
PED_SKU_1403_AQU_3,SKU_1403_AQU,2024-12-14,110,126.71,,2025-01-28,,Cancelado
PED_SKU_1403_DUS_0,SKU_1403_DUS,2024-06-17,92,126.71,,2024-08-01,,Entregue
PED_SKU_1403_DUS_1,SKU_1403_DUS,2024-08-16,92,126.71,,2024-09-30,,Entregue
PED_SKU_1403_DUS_2,SKU_1403_DUS,2024-10-15,92,126.71,,2024-11-29,,Entregue
PED_SKU_1403_DUS_3,SKU_1403_DUS,2024-12-14,92,126.71,,2025-01-28,,Entregue
PED_SKU_1404_SAP_0,SKU_1404_SAP,2024-06-17,209,337.59,,2024-08-01,,Entregue
PED_SKU_1404_SAP_1,SKU_1404_SAP,2024-08-16,209,337.59,,2024-09-30,,Entregue
PED_SKU_1404_ARM_0,SKU_1404_ARM,2024-06-17,211,337.59,,2024-08-01,,Entregue
PED_SKU_1404_ARM_1,SKU_1404_ARM,2024-08-16,211,337.59,,2024-09-30,,Entregue
PED_SKU_1405_FLA_0,SKU_1405_FLA,2024-06-17,103,71.13,,2024-08-01,,Entregue
PED_SKU_1405_FLA_1,SKU_1405_FLA,2024-08-16,103,71.13,,2024-09-30,,Entregue
PED_SKU_1405_FLA_2,SKU_1405_FLA,2024-10-15,103,71.13,,2024-11-29,,Entregue
PED_SKU_1405_FLA_3,SKU_1405_FLA,2024-12-14,103,71.13,,2025-01-28,,Entregue
PED_SKU_1405_CLO_0,SKU_1405_CLO,2024-06-17,101,71.13,,2024-08-01,,Entregue
PED_SKU_1405_CLO_1,SKU_1405_CLO,2024-08-16,101,71.13,,2024-09-30,,Entregue
PED_SKU_1405_CLO_2,SKU_1405_CLO,2024-10-15,101,71.13,,2024-11-29,,Entregue
PED_SKU_1405_CLO_3,SKU_1405_CLO,2024-12-14,101,71.13,,2025-01-28,,Entregue
PED_SKU_1406_PRI_0,SKU_1406_PRI,2024-06-17,142,115.19,,2024-08-01,,Entregue
PED_SKU_1406_PRI_1,SKU_1406_PRI,2024-08-16,142,115.19,,2024-09-30,,Entregue
PED_SKU_1406_PRI_2,SKU_1406_PRI,2024-10-15,142,115.19,,2024-11-29,,Cancelado
PED_SKU_1406_SHO_0,SKU_1406_SHO,2024-06-17,138,115.19,,2024-08-01,,Entregue
PED_SKU_1406_SHO_1,SKU_1406_SHO,2024-08-16,138,115.19,,2024-09-30,,Entregue
PED_SKU_1406_SHO_2,SKU_1406_SHO,2024-10-15,138,115.19,,2024-11-29,,Entregue
PED_SKU_1407_OFF_0,SKU_1407_OFF,2024-06-17,182,61.64,,2024-08-01,,Entregue
PED_SKU_1407_OFF_1,SKU_1407_OFF,2024-08-16,182,61.64,,2024-09-30,,Entregue
PED_SKU_1407_EME_0,SKU_1407_EME,2024-06-17,139,61.64,,2024-08-01,,Entregue
PED_SKU_1407_EME_1,SKU_1407_EME,2024-08-16,139,61.64,,2024-09-30,,Entregue
PED_SKU_1407_EME_2,SKU_1407_EME,2024-10-15,139,61.64,,2024-11-29,,Entregue
PED_SKU_1408_PAS_0,SKU_1408_PAS,2024-06-17,100,291.18,,2024-08-01,,Entregue
PED_SKU_1408_PAS_1,SKU_1408_PAS,2024-08-16,100,291.18,,2024-09-30,,Entregue
PED_SKU_1408_PAS_2,SKU_1408_PAS,2024-10-15,100,291.18,,2024-11-29,,Entregue
PED_SKU_1408_PAS_3,SKU_1408_PAS,2024-12-14,100,291.18,,2025-01-28,,Entregue
PED_SKU_1408_FUC_0,SKU_1408_FUC,2024-06-17,109,291.18,,2024-08-01,,Entregue
PED_SKU_1408_FUC_1,SKU_1408_FUC,2024-08-16,109,291.18,,2024-09-30,,Entregue
PED_SKU_1408_FUC_2,SKU_1408_FUC,2024-10-15,109,291.18,,2024-11-29,,Entregue
PED_SKU_1408_FUC_3,SKU_1408_FUC,2024-12-14,109,291.18,,2025-01-28,,Entregue
PED_SKU_1409_PEA_0,SKU_1409_PEA,2024-06-17,301,61.77,,2024-08-01,,Entregue
PED_SKU_1409_PEA_1,SKU_1409_PEA,2024-08-16,301,61.77,,2024-09-30,,Entregue
PED_SKU_1409_PEA_2,SKU_1409_PEA,2024-10-15,301,61.77,,2024-11-29,,Entregue
PED_SKU_1410_ROS_0,SKU_1410_ROS,2024-06-17,199,338.55,,2024-08-01,,Entregue
PED_SKU_1410_ROS_1,SKU_1410_ROS,2024-08-16,199,338.55,,2024-09-30,,Entregue
PED_SKU_1410_JAD_0,SKU_1410_JAD,2024-06-17,101,338.55,,2024-08-01,,Entregue
PED_SKU_1410_JAD_1,SKU_1410_JAD,2024-08-16,101,338.55,,2024-09-30,,Entregue
PED_SKU_1410_JAD_2,SKU_1410_JAD,2024-10-15,101,338.55,,2024-11-29,,Entregue
PED_SKU_1410_JAD_3,SKU_1410_JAD,2024-12-14,101,338.55,,2025-01-28,,Entregue
